title,abstract,authors,affiliation,conference,date
Flexibly Fair Representation Learning by Disentanglement,"We consider the problem of learning representations that achieve group and subgroup fairness with respect to multiple sensitive attributes. Taking inspiration from the disentangled representation learning literature, we propose an algorithm for learning compact representations of datasets that are useful for reconstruction and prediction, but are also \emph&lbrace;flexibly fair&rbrace;, meaning they can be easily modified at test time to achieve subgroup demographic parity with respect to multiple sensitive attributes and their conjunctions. We show empirically that the resulting encoder---which does not require the sensitive attributes for inference---allows for the adaptation of a single representation to a variety of fair classification tasks with new target labels and subgroup definitions.",['Kevin Jordan Swersky'],Google,ICML (2019),
"Generative Models for Effective ML on Private, Decentralized Datasets","To improve real-world applications of machine learning, experienced practitioners develop intuition about their datasets, their models, and how the two interact. Manual inspection of raw data - of representative samples, of outliers, of misclassifications, or alike - is an essential tool in a) identifying and fixing problems in the data, b) generating new modeling hypotheses, and c) assigning human-provided labels. However, manual data inspection is risky for privacy-sensitive datasets, such as those representing the behavior of real-world individuals. Furthermore, manual data inspection is impossible in the increasingly important setting of federated learning, where raw examples are stored at the edge and the  practitioner may only access aggregated outputs such as metrics or model parameters. This paper outlines a research agenda to address data-oriented tooling needs of ML practitioners who work with privacy-sensitive or decentralized datasets. We demonstrate that generative models - trained using federated methods and with formal differential privacy guarantees - can be used to effectively debug data issues even when the data cannot be directly inspected.","['Sean Augenstein', 'Brendan McMahan', 'Daniel Ramage', 'Swaroop Ramaswamy', 'Peter Kairouz', 'Mingqing Chen', 'Rajiv Mathews', 'Blaise Aguera-Arcas']",Google,Arxiv (2019),
Hiding Images Within Images,"We present a system to hide a full color image inside another of the
same size with minimal quality loss to either image.  Deep neural
networks are simultaneously trained to create the hiding and revealing
processes and are designed to specifically work as a pair.  The system
is trained on images drawn randomly from the ImageNet database, and
works well on natural images from a wide variety of sources.  Beyond
demonstrating the successful application of deep learning to hiding
images, we examine how the result is achieved and apply numerous
transformations to analyze if image quality in the host and hidden
image can be maintained.  These transformation range from simple image
manipulations to sophisticated machine learning-based adversaries.
Two extensions to the basic system are presented that mitigate the
possibility of discovering the content of the hidden image.  With
these extensions, not only can the hidden information be kept secure,
but the system can be used to hide even more than a single image.
Applications for this technology include image authentication,
digital watermarks, finding exact regions of image manipulation, and
storing meta-information about image rendering and content.",['Shumeet Baluja'],Google,IEEE Transactions on Pattern Analysis and Machine Intelligence (2019),
Human-Centered Tools for Coping with Imperfect Algorithms during Medical Decision-Making,"Machine learning (ML) is increasingly being used in image retrieval systems for medical decision making. One application of ML is to retrieve visually similar medical images from past patients (e.g. tissue from biopsies) to reference when making a medical decision with a new patient. However, no algorithm can perfectly capture an expert's ideal notion of similarity for every case: an image that is algorithmically determined to be similar may not be medically relevant to a doctor's specific diagnostic needs. In this paper, we identified the needs of pathologists when searching for similar images retrieved using a deep learning algorithm, and developed tools that empower users to cope with the search algorithm on-the-fly, communicating what types of similarity are most important at different moments in time. In two evaluations with pathologists, we found that these refinement tools increased the diagnostic utility of images found and increased user trust in the algorithm. The tools were preferred over a traditional interface, without a loss in diagnostic accuracy. We also observed that users adopted new strategies when using refinement tools, re-purposing them to test and understand the underlying algorithm and to disambiguate ML errors from their own errors. Taken together, these findings inform future human-ML collaborative systems for expert decision-making.","['Carrie Jun Cai', 'Emily Reif', 'Narayan G Hegde', 'Been Kim', 'Daniel Smilkov', 'Martin Wattenberg', 'Fernanda Viégas', 'Greg Corrado']",Google,Conference on Human Factors in Computing Systems (2019),
Identifying and Correcting Label Bias in Machine Learning,"Datasets often contain biases which unfairly disadvantage certain groups, and classifiers trained
on such datasets can inherit these biases. In this
paper, we provide a mathematical formulation of
how this bias can arise. We do so by assuming
the existence of underlying, unknown, and unbiased labels which are overwritten by an agent who
intends to provide accurate labels but may have
biases against certain groups. Despite the fact that
we only observe the biased labels, we are able to
show that the bias may nevertheless be corrected
by re-weighting the data points without changing the labels. We show, with theoretical guarantees, that training on the re-weighted dataset
corresponds to training on the unobserved but unbiased labels, thus leading to an unbiased machine
learning classifier. Our procedure is fast and robust and can be used with virtually any learning
algorithm. We evaluate on a number of standard
machine learning fairness datasets and a variety
of fairness notions, finding that our method outperforms standard approaches in achieving fair
classification.",['Ofir Nachum'],Google,arxiv (2019),
Interpreting Social Respect:  A Normative Lens for ML Models,"Machine learning is often viewed as an inherently value-neutral process:
statistical tendencies in the training inputs are simply''
used to generalize to new examples. However when models impact social
systems such as interactions between humans, these patterns learned by models
have normative implications. It is important that we ask not onlywhat
patterns exist in the data?'', but also ``how do we want our system 
to impact people?'' In particular, because minority and marginalized
members of society are often statistically underrepresented in data sets, models
may have undesirable disparate impact on such groups. As such, objectives of
social equity and distributive justice require that we develop tools for both
identifying and interpreting harms introduced by models.",['Ben Hutchinson'],Google,(2019) (2019),
Investigating the Effects of Gender Bias on GitHub,"Diversity, including gender diversity, is valued by many software development organizations, yet the field remains dominated by men. One reason for this lack of diversity is gender bias. In this paper, we study the effects of that bias by using an existing framework derived from the gender studies literature. We adapt the four main effects proposed in the framework by posing hypotheses about how they might manifest on GitHub, then evaluate those hypotheses quantitatively. While our results show that effects of gender bias are largely invisible on the GitHub platform itself, there are still signals of women concentrating their work in fewer places and being more restrained in communication than men.",['Emerson Murphy-Hill'],Google,Proceedings of the 2019 International Conference on Software Engineering,
"Matroids, Matchings, and Fairness","The desire to use machine learning to assist in human decision making has spawned a large area of research in understanding the impact of such systems not only on the society as a whole, but also the specific impact on different subpopulations. Recent work has shown that  while there are several natural ways to quantify the fairness of a particular system, none of them are universal, and except for trivial cases, satisfying one means violating another~\citet&lbrace;Kleinberg, Goel, Kleinberg2&rbrace;.  ","['Ravi Kumar', 'Silvio Lattanzi', 'Sergei Vassilvitskii']",Google,AISTATS 2019 (2019),
Metric-Optimized Example Weights,"Real-world machine learning applications often have complex test metrics, and may have training and test data that are not identically distributed. Motivated by known connections between complex test metrics and cost-weighted learning, we propose addressing these issues by using a weighted loss function with a standard loss, where the weights on the training examples are learned to optimize the test metric on a validation set. These metric-optimized example weights can be learned for any test metric, including black box and customized ones for specific applications. We illustrate the performance of the proposed method on diverse public benchmark datasets and real-world applications. We also provide a generalization bound for the method.","['Sen Zhao', 'Harikrishna Narasimhan']",Google,Proceedings of the 36th International Conference on Machine Learning (2019),
Model Cards for Model Reporting,"Trained machine learning models are increasingly used to perform high impact tasks such as determining crime recidivism rates and predicting health risks. In order to clarify the intended use cases of machine learning models and minimize their usage in contexts they are not well-suited for, we recommend that released models be accompanied by documentation detailing their performance characteristics. In this paper, we propose a framework that we call model cards (or M-cards) to encourage such transparent model reporting. Model cards are short documents accompanying trained machine learning models that provide benchmarked evaluation in a variety of conditions, such as across different cultural, demographic, or phenotypic subgroups (e.g., race, geographic location, sex, Fitzpatrick skin tone) and intersectional subgroups (e.g., age and race, or sex and Fitzpatrick skin tone) that are relevant to the intended application domains. Model cards also disclose the context under which models are intended to be used, details of the performance evaluation procedures, and other relevant information. While we focus primarily on human-centered machine learning models in the application fields of computer vision and natural language processing, this framework can be used to document any trained machine learning model. To solidify the concept, we provide cards for models trained to detect smiling faces on the CelebA dataset (Liu et al., 2015) and models trained to detect toxicity in the Conversation AI dataset (Dixon et al., 2018). We propose this work as a step towards the responsible democratization of machine learning and related AI technology, providing context around machine learning models and increasing the transparency into how well such models work.  We hope this work encourages those releasing trained machine learning models to accompany model releases with similar detailed documentation.","['Andrew Zaldivar', 'Ben Hutchinson', 'Lucy Vasserman']",Google,(2019) (2019),
Optimal Noise-Adding Mechanism in Additive Differential Privacy,"We derive the optimal $(0, \delta)$-differentially private query-output independent noise-adding mechanism for single real-valued query function under a general cost-minimization framework. Under a mild technical condition, we show that the optimal noise probability distribution is a uniform distribution with a probability mass at the origin. We explicitly derive the optimal noise distribution for general $\ell^p$ cost functions, including $\ell^1$ (for noise magnitude) and $\ell^2$ (for noise power) cost functions, and show that the probability concentration on the origin occurs when $\delta > \frac&lbrace;p&rbrace;&lbrace;p+1&rbrace;$. Our result demonstrates an improvement over the existing Gaussian mechanisms  by a factor of two and three for $(0,\delta)$-differential privacy in the high privacy regime in the context of minimizing the noise magnitude and noise power, and the gain is more pronounced in the low privacy regime. Our result is consistent with the existing result for $(0,\delta)$-differential privacy in the discrete setting, and identifies a probability concentration phenomenon in the continuous setting.","['Wei Ding', 'Ruiqi Guo', 'Sanjiv Kumar']",Google,Proceedings of the 22th International Conference on Artificial Intelligence and Statistics (AISTATS) (2019),
"Optimization with Non-Differentiable Constraints with Applications to Fairness, Recall, Churn, and Other Goals","Machine learning models often need to satisfy many real-world policy goals and capture some
kinds of side information. We show that many such goals can be mathematically expressed as
constraints on the modelâs predictions on the data, which we call rate constraints. In this paper, we
study the specific problem of training non-convex models subject to these rate constraints (which
are non-convex and non-differentiable), and the general problem of constrained optimization of
possibly non-convex objectives with possibly non-convex and non-differentiable constraints. In the
non-convex setting, the Lagrangian may not have an equilibrium to converge to, and thus using the
standard approach of Lagrange multipliers may fail as a deterministic solution may not even exist.
Furthermore, if the constraints are non-differentiable, then one cannot optimize the Lagrangian
with gradient-based methods by definition. To solve these issues, we present the proxy-Lagrangian,
which leads to an algorithm that produces a stochastic classifier with theoretical guarantees by
playing a two-player non-zero-sum game. The first player minimizes external regret in terms of a
differentiable relaxation of the constraints and the second player enforces the original constraints
by minimizing swap-regret: this leads to finding a solution concept which we call a semi-coarse
correlated equilibrium which we interestingly show corresponds to an approximately optimal and
feasible solution to the constrained optimization problem. We then give a procedure which shrinks
the randomized solution down to one that is a mixture of at most m + 1 deterministic solutions.
This culminates into end-to-end procedures which can provably solve non-convex constrained
optimization problems with possibly non-differentiable and non-convex constraints. We provide
extensive experimental results on benchmark and real-world problems, enforcing a broad range of
policy goals including different fairness metrics, and other goals on accuracy, coverage, recall, and
churn.","['Andrew Cotter', 'Serena Wang']",Google,Journal of Machine Learning Research (2019),
Pareto-Efficient Fairness for Skewed Subgroup Data,"As awareness of the potential for learned models to amplify existing societal biases increases,
the field of ML fairness has developed mitigation techniques. A prevalent method applies constraints, including equality of performance, with respect to subgroups defined over the intersection of sensitive attributes such as race and gender. Enforcing such constraints when the subgroup populations are considerably skewed with respect to a target can lead to unintentional degradation in performance, without benefiting any individual subgroup, counter to the United Nations Sustainable Development goals of reducing inequalities and promoting growth. In order to avoid such performance degradation while ensuring equitable treatment to all groups, we propose Pareto-Efficient Fairness (PEF), which identifies the operating point on the Pareto curve of subgroup performances closest to the fairness hyperplane. Specifically, PEF finds a Pareto Optimal point which maximizes multiple subgroup
accuracy measures. The algorithm scalarizes using the adaptive weighted metric norm by iteratively searching the Pareto region of all models enforcing the fairness constraint. PEF is backed
by strong theoretical results on discoverability and provides domain practitioners finer control in
navigating both convex and non-convex accuracyfairness trade-offs. Empirically, we show that PEF
increases performance of all subgroups in skewed synthetic data and UCI datasets.","['Alyssa Whitlock Lees', 'Chris Welty']",Google,AISG (2019),
Perturbation Sensitivity Analysis to Detect Unintended Model Biases,"Data-driven statistical Natural Language Processing (NLP) techniques leverage large amounts of language data to build models that can understand language. However, most language data reflect the public discourse at the time the data was produced, and hence NLP models are susceptible to learning incidental associations around named referents at a particular point in time, in addition to general linguistic meaning. An NLP system designed to model notions such as sentiment and toxicity should ideally produce scores that are independent of the identity of such entities mentioned in text and their social associations. For example, in a general purpose sentiment analysis system, a phrase such as I hate Katy Perry should be interpreted as having the same sentiment as I hate Taylor Swift. Based on this idea, we propose a generic evaluation framework, Perturbation Sensitivity Analysis, which detects unintended model biases related to named entities, and requires no new annotations or corpora. We demonstrate the utility of this analysis by employing it on two different NLP models --- a sentiment model and a toxicity model --- applied on online comments in English language from four different genres.","['Vinodkumar Prabhakaran', 'Ben Hutchinson']",Google,EMNLP 2019 (2019),
"Putting Fairness Principles into Practice: Challenges, Metrics, and Improvements","As more researchers have become aware of and passionate about algorithmic fairness, there has been an explosion in papers laying out new metrics, suggesting algorithms to address issues, and calling attention to issues in existing applications of machine learning. This research has greatly expanded our understanding of the concerns and challenges in deploying machine learning, but there has been much less work in seeing how the rubber meets the road. ","['Alex Beutel', 'Ed H. Chi']",Google,"AAAI/ACM Conference on Artificial Intelligence, Ethics, and Society (AIES) (2019)",
Shape Constraints for Set Functions,"Set functions predict a label from a permutation-invariant variable-size collection of feature vectors. We propose making set functions more understandable and regularized by capturing domain knowledge through shape constraints. We show how prior work in monotonic constraints can be adapted to set functions. Then we propose two new shape constraints designed to generalize the conditioning role of weights in a weighted mean. We show how one can train standard functions and set functions that satisfy these shape constraints with a deep lattice network. We propose a non-linear estimation strategy we call the semantic feature engine that uses set functions with the proposed shape constraints to estimate labels for compound sparse categorical features. Experiments on real-world data show the achieved accuracy is similar to deep sets or deep neural networks, but provides guarantees of the model behavior and is thus easier to explain and debug.","['Andrew Cotter', 'Serena Wang']",Google,International Conference on Machine Learning (2019),
The Secret Sharer: Evaluating and Testing Unintended Memorization in Neural Networks,"This paper describes a testing methodology for quantitatively assessing the risk of \emph&lbrace;unintended memorization&rbrace; of rare or unique sequences in generative sequence models---a common type of neural network. Such models are sometimes trained on sensitive data (e.g., the text of users' private messages); our methodology allows deep-learning to choose configurations that minimize memorization during training, thereby  benefiting privacy.",['Nicholas Carlini'],Google,USENIX Security (2019),
Tough Times at Transitional Homeless Shelters: Considering the Impact of Financial Insecurity on Digital Security and Privacy,"Addressing digital security and privacy issues can be particularly difficult for users who face challenging circumstances. We performed semi-structured interviews with residents and staff at 4 transitional homeless shelters in the U.S. San Francisco Bay Area (n=15 residents, 3 staff) to explore their digital security and privacy challenges. Based on these interviews, we outline four tough times themes -- challenges experienced by our financially insecure participants that impacted their digital security and privacy -- which included: (1) limited financial resources, (2) limited access to reliable devices and Internet, (3) untrusted relationships, and (4) ongoing stress. We provide examples of how each theme impacts digital security and privacy practices and needs. We then use these themes to provide a framework outlining opportunities for technology creators to better support users facing security and privacy challenges related to financial insecurity.","['Manya Sleeper', ""Kathleen O'Leary"", 'Anna Turner', 'Jill Palzkill Woelfer', 'Sunny Consolvo']",Google,Proceedings of the 2019 CHI Conference on Human Factors in Computing Systems,
Toward a better trade-off between performance and fairness with kernel-based distribution matching,"As recent literature has demonstrated how classifiers often carry unintended biases toward some subgroups, deploying machine learned models to users demands careful consideration of the social consequences. How should we address this problem in a real-world system? How should we balance core performance and fairness metrics? In this paper, we introduce a MinDiff framework for regularizing classifiers toward different fairness metrics and analyze a technique with kernel-based statistical dependency tests. We run a thorough study on an academic dataset to compare the Pareto frontier achieved by different regularization approaches, and apply our kernel-based method to two large-scale industrial systems demonstrating real-world improvements.","['Flavien Prost', 'Ed H. Chi', 'Alex Beutel']",Google,Neurips (2019),
Towards Automatic Concept-based Explanations,"Interpretability has become an important topic of research as more machine learning (ML) models are deployed and widely used to make important decisions. Most of the current explanation methods provide explanations through feature importance scores, which identify features that are salient for each individual input. However, how to systematically summarize and interpret such per sample feature importance scores itself is challenging. In this work, we propose principles and desiderata for \emph&lbrace;concept&rbrace; based explanation, which goes beyond per-sample features to identify higher level human-understandable concepts that apply across the entire dataset. We develop a new algorithm, ACE, to automatically extract visual concepts. Our systematic experiments demonstrate that ACE discovers concepts that are human-meaningful, coherent and salient for the neural network's predictions.","['James Wexler', 'Been Kim']",Google,NeurIPS (2019),
Towards Equitable AI for the Next Billion Users,"In this article, we present research provocations for AI in the Global South, to spur a conversation on the implicit beliefs, biases, and issues that may be normalized in AI. As much of AIâs functioning is still not well understood or fully developed, we believe these critical areas for research are crucial to shaping inclusive AI as it becomes more complex and powerful. We bring our perspectives as HCI researchers and social scientists that work closely with AI researchers. We have started to address some of these areas in our research and invite further explorations from the research community.","['Nithya Sambasivan', 'Jess Scon Holbrook']",Google,ACM interactions (2019),
Towards Federated Learning at Scale: System Design,"Federated Learning is a distributed machine learning approach which enables training on a large corpus of data which never needs to leave user devices. We have spent some effort over the last two years building a scalable production system for FL. In this paper, we report about the resulting high-level design, sketching the challenges and the solutions, as well as touching the open problems and future directions.","['K. A. Bonawitz', 'Alex Ingerman', 'Jakub Konečný', 'Stefano Mazzocchi', 'Brendan McMahan', 'Daniel Ramage']",Google,SysML 2019,
Training Well-Generalizing Classifiers for Fairness Metrics and Other Data-Dependent Constraints,"Classifiers can be trained with data-dependent constraints to satisfy fairness goals, reduce churn, achieve a targeted false positive rate, or other policy goals. We study the generalization performance for such constrained optimization problems, in terms of how well the constraints are satisfied at evaluation time, given that they are satisfied at training time. To improve generalization, we frame the problem as a two-player game where one player optimizes the model parameters on a training dataset, and the other player enforces the constraints on an independent validation dataset. We build on recent work in two-player constrained optimization to show that if one uses this two-dataset approach, then constraint generalization can be significantly improved. As we illustrate experimentally, this approach works not only in theory, but also in practice.","['Andrew Cotter', 'Serena Wang']",Google,International Conference on Machine Learning (2019),
Transfer of Machine Learning Fairness across Domains,"If our models are used in new or unexpected cases, do we know if they will make fair predictions? Previously, researchers developed ways to debias a model for a single problem domain. However, this is often not how models are trained and used in practice. For example, labels and demographics (sensitive attributes) are often hard to observe, resulting in auxiliary or synthetic data to be used for training, and proxies of the sensitive attribute to be used for evaluation of fairness. A model trained for one setting may be picked up and used in many others, particularly as is common with pre-training and cloud APIs. Despite the pervasiveness of these complexities, remarkably little work in the fairness literature has theoretically examined these issues. We frame all of these settings as domain adaptation problems: how can we use what we have learned in a source domain to debias in a new target domain, without directly debiasing on the target domain as if it is a completely new problem? We offer new theoretical guarantees of improving fairness across domains, and offer a modeling approach to transfer to data-sparse target domains. We give empirical results validating the theory and showing that these modeling approaches can improve fairness metrics with less data.","['Xuezhi Wang', 'Alex Beutel', 'Ed H. Chi']",Google,(2019) (2019),
"Transparent, Scrutable and Explainable User Models for Personalized Recommendation","Most recommender systems base their recommendations on implicit or explicit item-level feedback provided by users. These item ratings are combined into a complex user model, which then predicts the suitability of other items. While effective, such methods have limited scrutability and transparency. For instance, if a user's interests change, then many item ratings would usually need to be modified to significantly shift the user's recommendations. Similarly, explaining how the system characterizes the user is impossible, short of presenting the entire list of known item ratings. In this paper, we present a new set-based recommendation technique that permits the user model to be explicitly presented to users in natural language, empowering users to understand recommendations made and improve the recommendations dynamically. While performing comparably to traditional collaborative filtering techniques in a standard static setting, our approach allows users to efficiently improve recommendations. Further, it makes it easier for the model to be validated and adjusted, building user trust and understanding.",['Filip Radlinski'],Google,Proceedings of the 42nd International ACM SIGIR Conference on Research and Development in Information Retrieval (SIGIR '19) (2019),
Understanding and correcting pathologies in the training of learned optimizers,"Deep learning has shown that learned functions can dramatically outperform hand-designed functions on perceptual tasks. Analogously, this suggests that learned optimizers may similarly outperform current hand-designed optimizers, especially for specific problems. However, learned optimizers are notoriously difficult to train and have yet to demonstrate wall-clock speedups over hand-designed optimizers, and thus are rarely used in practice. Typically, learned optimizers are trained by truncated backpropagation through an unrolled optimization process. The resulting gradients are either strongly biased (for short truncations) or have exploding norm (for long truncations). In this work we propose a training scheme which overcomes both of these difficulties, by dynamically weighting two unbiased gradient estimators for a variational loss on optimizer performance. This allows us to train neural networks to perform optimization of a specific task faster than tuned first-order methods. Moreover, by training the optimizer against validation loss (as opposed to training loss), we are able to learn optimizers that train networks to generalize better than first order methods. We demonstrate these results on problems where our learned optimizer trains convolutional networks faster in wall-clock time compared to tuned first-order methods and with an improvement in test loss.","['Luke Metz', 'Niru Maheswaranathan', 'Daniel Freeman', 'Jascha Sohl-dickstein']",Google,ICML (2019),
What is Fair?  Exploring Pareto-Efficiency for Fairness Constraint Classifiers,"The potential for learned models to amplify existing societal biases has been broadly recognized. Fairness-aware classifier constraints, which apply equality metrics of performance across subgroups defined on sensitive attributes such as race and gender, seek to rectify inequity but can yield non-uniform degradation in performance for skewed datasets.  In certain domains, imbalanced degradation of performance can yield another form of unintentional bias. In the spirit of constructing fairness-aware algorithms as societal imperative, we explore an alternative: Pareto-Efficient Fairness (PEF).  PEF identifies the operating point on the Pareto curve of subgroup performances closest to the fairness hyperplane, maximizing multiple subgroup accuracies. Empirically we demonstrate that PEF increases performance of all subgroups in several UCI datasets.","['Alyssa Whitlock Lees', 'Chris Welty']",Google,arxiv (2019),
A General Approach to Adding Differential Privacy to Iterative Training Procedures,"In this work we address the practical challenges of training machine learning models on privacy-sensitive datasets by introducing a modular approach that minimizes changes to training algorithms, provides a variety of configuration strategies for the privacy mechanism, and then isolates and simplifies the critical logic that computes the final privacy guarantees. A key challenge is that training algorithms often require estimating many different quantities (vectors) from the same set of examples --- for example, gradients of different layers in a deep learning architecture, as well as metrics and batch normalization parameters. Each of these may have different properties like dimensionality, magnitude, and tolerance to noise. By extending previous work on the Moments Accountant for the subsampled Gaussian mechanism, we can provide privacy for such heterogeneous sets of vectors, while also structuring the approach to minimize software engineering challenges.","['Brendan McMahan', 'Nicolas Papernot', 'Peter Kairouz']",Google,NIPS (2018),
A Qualitative Exploration of Perceptions of Algorithmic Fairness,"Algorithmic systems increasingly shape information people are exposed to as well as influence decisions about employment, finances, and other opportunities. In some cases, algorithmic systems may be more or less favorable to certain groups or individuals, sparking substantial discussion of algorithmic fairness in public policy circles, academia, and the press. We broaden this discussion by exploring how members of potentially affected communities feel about algorithmic fairness. We conducted workshops and interviews with 44 participants from several populations traditionally marginalized by categories of race or class in the United States. While the concept of algorithmic fairness was largely unfamiliar, learning about algorithmic (un)fairness elicited negative feelings that connect to current national discussion about racial injustice and economic inequality. In addition to their concerns about potential harms to themselves and society, participants also indicated that algorithmic fairness (or lack thereof) could substantially affect their trust in a company or product.",[],Google,CHI 2018 (2018),
Adversarial Examples as an Input-Fault Tolerance Problem,"We analyze the adversarial examples problem in terms of a modelâs fault tolerance
with respect to its input. Whereas previous work focuses on arbitrarily strict threat
models, i.e., -perturbations, we consider arbitrary valid inputs and propose an
information-based characteristic for evaluating tolerance to diverse input faults.",[],Google,NeurIPS Workshop on Security in Machine Learning (2018),
Adversarial Spheres,"State of the art computer vision models have been shown to be vulnerable to small adversarial perturbations of the input. In other words, most images in the data distribution are both correctly classified by the model and are very close to a visually similar misclassified image. Despite substantial research interest, the cause of the phenomenon is still poorly understood and remains unsolved. We hypothesize that this counter intuitive behavior is a naturally occurring result of the high dimensional geometry of the data manifold. As a first step towards exploring this hypothesis, we study a simple synthetic dataset of classifying between two concentric high dimensional spheres. For this dataset we show a fundamental tradeoff between the amount of test error and the average distance to nearest error. In particular, we prove that any model which misclassifies a small constant fraction of a sphere will be vulnerable to adversarial perturbations of size O(1/sqrt(d)). Surprisingly, when we train several different architectures on this dataset, all of their error sets naturally approach this theoretical bound. As a result of the theory, the vulnerability of neural networks to small adversarial perturbations is a logical consequence of the amount of test error observed. We hope that our theoretical analysis of this very simple case will point the way forward to explore how the geometry of complex real-world data sets leads to adversarial examples.","['Luke Metz', 'Maithra Raghu', 'Martin Wattenberg']",Google,ICLR Workshop (2018),
Adversarially Robust Generalization Requires More Data,"Machine learning models are often susceptible to adversarial perturbations of their inputs.
Even small perturbations can cause state-of-the-art classifiers with high âstandardâ accuracy to
produce an incorrect prediction with high confidence. To better understand this phenomenon, we
study adversarially robust learning from the viewpoint of generalization. We show that already
in a simple natural data model, the sample complexity of robust learning can be significantly
larger than that of âstandardâ learning. This gap is information theoretic and holds irrespective
of the training algorithm or the model family. We complement our theoretical results with
experiments on popular image classification datasets and show that a similar gap exists here as
well. We postulate that the difficulty of training robust classifiers stems, at least partially, from
this inherently larger sample complexity.",[],Google,NeurIPS (Spotlight) (2018),
Anatomy of a Privacy-Safe Large-Scale Information Extraction System Over Email,"Extracting structured data from emails can enable several assistive experiences, such as reminding the user when a bill payment is due, answering queries about the departure time of a booked flight, or proactively surfacing an emailed discount coupon while the user is at that store.
This paper presents Juicer, a system for extracting information from email that is serving over a billion Gmail users daily. We describe how the design of the system was informed by three key principles: scaling to a planet-wide email service, isolating the complexity to provide a simple experience for the developer, and safeguarding the privacy of users (our team and the developers we support are not allowed to view any single email). We describe the design tradeoffs made in building this system, the challenges faced and the approaches used to tackle them. We present case studies of three extraction tasks implemented on this platformâbill reminders, commercial offers, and hotel reservationsâto illustrate the effectiveness of the platform despite challenges unique to each task. Finally, we outline several areas of ongoing research in large-scale machine-learned information extraction from email.","['Ying Sheng', 'Sandeep Tata', 'James B. Wendt', 'Jing Xie', 'Qi Zhao', 'Marc Najork']",Google,24th ACM SIGKDD International Conference on Knowledge Discovery and Data Mining (2018),
Diminishing Returns Shape Constraints for Interpretability and Regularization,"We investigate machine learning models that can provide diminishing returns
and accelerating returns guarantees to capture prior knowledge or policies
about how outputs should depend on inputs. We show that one can build
flexible, nonlinear, multi-dimensional models using lattice functions with any
combination of concavity/convexity and monotonicity constraints on any
subsets of features, and compare to new shape-constrained neural networks.
We demonstrate on real-world examples that these shape constrained models
can provide tuning-free regularization and improve model understandability.","['Dara Bahri', 'Andy Cotter', 'Kevin Canini']",Google,NIPS 2018 (2018),
Ensuring Fairness in Machine Learning to Advance Health Equity,"A central promise of machine learning (ML) is to use historical data to project the future trajectories of patients.  Will they have a good or bad outcome? What diagnoses will they have? What treatments should they be given?  But in many cases, we do not want the future to look like the past, especially when the past contains patterns of human or structural biases against vulnerable populations.","['Alvin Rishi Rajkomar', 'Greg Corrado', 'Michael Howell']",Google,Annals of Internal Medicine (2018),
Failure Modes of Variational Inference for Decision Making,"In this paper we highlight the risks of relying on
mean-field variational inference to learn models
that are used as simulators for decision making.
We study the role of accurate inference for latent
variable models in terms of cumulative reward
performance. We show how naive mean-field
variational inference at test time can lead to poor
decisions in basic but fundamental quadratic control problems with continuous actions, as relevant
correlations in the latent space are ignored. We
then extend these examples to a more complex
non-linear scenario with asymmetric costs, where
regret is even more significant.","['Carlos Riquelme', 'Matt Hoffman']",Google,ICML Workshop (2018),
Grader variability and the importance of reference standards for evaluating machine learning models for diabetic retinopathy,"Purpose
Use adjudication to quantify errors in diabetic retinopathy (DR) grading based on individual graders and majority decision, and to train an improved automated algorithm for DR grading.","['Jonathan Krause', 'Varun Gulshan', 'Kasumi Widner', 'Greg Corrado', 'Lily Peng', 'Dale Webster']",Google,Ophthalmology (2018),
Human-in-the-Loop Interpretability Prior,"We often desire our models to be interpretable as well as accurate. Prior work on optimizing models for interpretability has relied on easy-to-quantify proxies for interpretability, such as sparsity or the number of operations required. In this work, we optimize for interpretability by directly including humans in the optimization loop. We develop an algorithm that minimizes the number of user studies to find models that are both predictive and interpretable and demonstrate our approach on several data sets. Our human subjects results show trends towards different proxy notions of interpretability on different datasets, which suggests that different proxies are preferred on different tasks.",['Been Kim'],Google,NeurIPS (Spotlight) (2018),
Interpretability Beyond Feature Attribution: Quantitative Testing with Concept Activation Vectors (TCAV),"The interpretation of deep learning models is a challenge due to their size, complexity, and often opaque internal state. In addition, many systems, such as image classifiers, operate on low-level features rather than high-level concepts. To address these challenges, we introduce Concept Activation Vectors (CAVs), which provide an interpretation of a neural net's internal state in terms of human-friendly concepts. The key idea is to view the high-dimensional internal state of a neural net as an aid, not an obstacle. We show how to use CAVs as part of a technique, Testing with CAVs (TCAV), that uses directional derivatives to quantify the degree to which a user-defined concept is important to a classification result--for example, how sensitive a prediction of âzebraâ is to the presence of stripes. Using the domain of image classification as a testing ground, we describe how CAVs may be used to explore hypotheses and generate insights for a standard image classification network as well as a medical application.","['Been Kim', 'Martin Wattenberg', 'Carrie Jun Cai', 'James Wexler', 'Fernanda Viegas', 'Rory Abbott Sayres']",Google,ICML (2018),
